,Ward Precinct ,JOHN R CONNOLLY,MARTY J WALSH,LEE BUCKLEY (WRITE-IN),DAVID JAMES WYATT (WRITE-IN),ALL OTHERS,VOTES CAST,BLANKS,BALLOTS CAST,Registered Voters,CVAP,TOTAL POP.,WHITE,AFRICAN_AMERICAN,NATIVE_AMERICAN,TWO OR MORE RACES,BIPOC,HISPANIC,ASIAN,OTHER
152,1610.0,124.0,558.0,0.0,0.0,4.0,686.0,6.0,692.0,1280.0,1145.0,1438.0,0.765,0.141,0.002,0.014,0.234,0.029,0.078,0.001
153,1611.0,210.0,599.0,0.0,0.0,3.0,812.0,3.0,815.0,1388.0,1941.0,2726.0,0.51,0.312,0.0,0.041,0.49,0.004,0.137,0.0
154,1612.0,118.0,790.0,0.0,0.0,2.0,910.0,6.0,916.0,1241.0,1704.0,2305.0,0.926,0.042,0.0,0.011,0.074,0.024,0.019,0.002
155,1701.0,128.0,220.0,0.0,0.0,2.0,350.0,3.0,353.0,1159.0,1280.0,2234.0,0.102,0.761,0.009,0.023,0.898,0.186,0.024,0.081
156,1702.0,119.0,151.0,0.0,0.0,3.0,273.0,3.0,276.0,793.0,796.0,1569.0,0.12,0.626,0.003,0.029,0.881,0.293,0.085,0.137
157,1703.0,249.0,395.0,0.0,0.0,3.0,647.0,3.0,650.0,1743.0,1816.0,3128.0,0.154,0.701,0.01,0.026,0.846,0.121,0.065,0.045
158,1704.0,262.0,558.0,0.0,0.0,4.0,824.0,2.0,826.0,1803.0,2300.0,3287.0,0.13,0.678,0.025,0.034,0.87,0.104,0.077,0.056
159,1705.0,86.0,141.0,0.0,0.0,0.0,227.0,1.0,228.0,874.0,985.0,1684.0,0.16,0.706,0.006,0.039,0.84,0.147,0.074,0.014
160,1706.0,160.0,306.0,0.0,0.0,1.0,467.0,4.0,471.0,1265.0,1137.0,1765.0,0.244,0.529,0.001,0.033,0.756,0.101,0.152,0.041
161,1707.0,77.0,140.0,0.0,0.0,0.0,217.0,1.0,218.0,668.0,860.0,1452.0,0.089,0.855,0.0,0.016,0.911,0.104,0.029,0.011
162,1708.0,168.0,237.0,0.0,0.0,0.0,405.0,2.0,407.0,1100.0,1639.0,2676.0,0.179,0.646,0.006,0.046,0.821,0.156,0.103,0.019
163,1709.0,174.0,270.0,0.0,0.0,0.0,444.0,1.0,445.0,900.0,1173.0,1902.0,0.175,0.648,0.007,0.046,0.825,0.154,0.102,0.022
164,1710.0,200.0,315.0,0.0,0.0,1.0,516.0,5.0,521.0,1577.0,1458.0,2345.0,0.094,0.808,0.009,0.021,0.906,0.105,0.042,0.026
165,1711.0,82.0,118.0,0.0,0.0,1.0,201.0,1.0,202.0,569.0,593.0,852.0,0.103,0.688,0.03,0.04,0.897,0.112,0.072,0.067
166,1712.0,169.0,250.0,0.0,0.0,1.0,420.0,2.0,422.0,895.0,806.0,1227.0,0.152,0.74,0.007,0.017,0.848,0.09,0.064,0.02
167,1713.0,251.0,480.0,0.0,0.0,3.0,734.0,4.0,738.0,1531.0,1900.0,2676.0,0.43,0.393,0.0,0.037,0.57,0.014,0.14,0.001
168,1714.0,175.0,294.0,0.0,0.0,6.0,475.0,0.0,475.0,1077.0,1073.0,1504.0,0.259,0.628,0.0,0.008,0.741,0.065,0.103,0.003
169,1801.0,223.0,477.0,0.0,0.0,3.0,703.0,3.0,706.0,1970.0,2319.0,3398.0,0.151,0.77,0.002,0.018,0.849,0.213,0.029,0.03
170,1802.0,201.0,353.0,0.0,0.0,3.0,557.0,5.0,562.0,1417.0,1583.0,2622.0,0.088,0.857,0.001,0.023,0.912,0.175,0.011,0.019
171,1803.0,254.0,383.0,0.0,0.0,1.0,638.0,1.0,639.0,1645.0,2058.0,3360.0,0.061,0.898,0.0,0.016,0.939,0.113,0.009,0.015
172,1804.0,222.0,357.0,0.0,0.0,4.0,583.0,11.0,594.0,1605.0,1709.0,2557.0,0.079,0.872,0.001,0.014,0.921,0.187,0.002,0.031
173,1805.0,259.0,449.0,0.0,0.0,2.0,710.0,6.0,716.0,1665.0,1371.0,2027.0,0.146,0.747,0.003,0.026,0.854,0.164,0.002,0.076
174,1806.0,336.0,460.0,0.0,0.0,3.0,799.0,5.0,804.0,1828.0,1549.0,2292.0,0.146,0.747,0.003,0.026,0.854,0.164,0.002,0.076
175,1807.0,220.0,352.0,0.0,0.0,3.0,575.0,3.0,578.0,1406.0,2142.0,3264.0,0.418,0.381,0.013,0.022,0.581,0.305,0.009,0.157
176,1808.0,390.0,588.0,0.0,0.0,1.0,979.0,13.0,992.0,2545.0,3339.0,5009.0,0.189,0.674,0.003,0.028,0.811,0.205,0.002,0.104
177,1809.0,325.0,357.0,0.0,0.0,8.0,690.0,3.0,693.0,1444.0,1682.0,2407.0,0.456,0.367,0.002,0.052,0.544,0.299,0.022,0.102
178,1810.0,456.0,504.0,0.0,0.0,6.0,966.0,5.0,971.0,2015.0,2136.0,3047.0,0.635,0.223,0.003,0.047,0.365,0.264,0.014,0.078
179,1811.0,230.0,277.0,0.0,0.0,1.0,508.0,0.0,508.0,1328.0,1264.0,2089.0,0.33,0.503,0.0,0.054,0.67,0.241,0.006,0.107
180,1812.0,275.0,428.0,0.0,0.0,1.0,704.0,1.0,705.0,1466.0,1748.0,2560.0,0.36,0.487,0.024,0.011,0.64,0.283,0.003,0.115
181,1813.0,136.0,195.0,0.0,0.0,1.0,332.0,3.0,335.0,905.0,898.0,1428.0,0.217,0.567,0.002,0.036,0.783,0.284,0.002,0.175
182,1814.0,130.0,225.0,0.0,0.0,1.0,356.0,6.0,362.0,946.0,1019.0,1451.0,0.4,0.408,0.0,0.022,0.6,0.305,0.018,0.152
183,1815.0,245.0,334.0,0.0,0.0,1.0,580.0,3.0,583.0,1378.0,1467.0,2334.0,0.218,0.566,0.002,0.036,0.782,0.284,0.002,0.176
184,1816.0,349.0,560.0,0.0,0.0,7.0,916.0,11.0,927.0,1556.0,2230.0,3300.0,0.438,0.325,0.0,0.064,0.562,0.241,0.035,0.138
185,1817.0,232.0,485.0,0.0,0.0,3.0,720.0,10.0,730.0,1499.0,1602.0,2356.0,0.455,0.309,0.003,0.063,0.545,0.242,0.038,0.133
186,1818.0,330.0,493.0,0.0,0.0,5.0,828.0,5.0,833.0,1894.0,2131.0,3229.0,0.345,0.438,0.009,0.044,0.655,0.265,0.022,0.143
187,1819.0,395.0,536.0,0.0,0.0,4.0,935.0,4.0,939.0,2263.0,2564.0,3638.0,0.411,0.433,0.002,0.046,0.589,0.181,0.044,0.065
188,1820.0,388.0,670.0,0.0,0.0,4.0,1062.0,9.0,1071.0,1989.0,2356.0,3278.0,0.534,0.274,0.034,0.039,0.466,0.234,0.057,0.061
189,1821.0,251.0,445.0,0.0,0.0,4.0,700.0,7.0,707.0,1858.0,2082.0,3133.0,0.046,0.921,0.0,0.008,0.954,0.118,0.0,0.024
190,1822.0,347.0,500.0,0.0,0.0,4.0,851.0,4.0,855.0,1608.0,2024.0,2788.0,0.46,0.355,0.0,0.018,0.54,0.313,0.023,0.145
191,1823.0,151.0,241.0,0.0,0.0,0.0,392.0,2.0,394.0,1078.0,951.0,1568.0,0.408,0.479,0.0,0.009,0.592,0.218,0.073,0.031
192,1901.0,302.0,267.0,0.0,0.0,1.0,570.0,0.0,570.0,1362.0,1459.0,1695.0,0.861,0.048,0.002,0.03,0.139,0.112,0.035,0.024
193,1902.0,625.0,326.0,0.0,0.0,2.0,953.0,2.0,955.0,1549.0,1933.0,2415.0,0.805,0.048,0.0,0.049,0.195,0.051,0.071,0.026
194,1903.0,361.0,192.0,0.0,0.0,1.0,554.0,6.0,560.0,1080.0,1490.0,1826.0,0.795,0.083,0.001,0.028,0.204,0.116,0.043,0.05
195,1904.0,388.0,357.0,0.0,0.0,2.0,747.0,8.0,755.0,1546.0,1686.0,2155.0,0.708,0.116,0.0,0.026,0.292,0.209,0.042,0.108
196,1905.0,349.0,310.0,0.0,0.0,0.0,659.0,1.0,660.0,1344.0,1265.0,1613.0,0.774,0.096,0.0,0.032,0.226,0.123,0.043,0.056
197,1906.0,480.0,414.0,0.0,0.0,3.0,897.0,4.0,901.0,1722.0,1937.0,2418.0,0.762,0.107,0.0,0.022,0.237,0.134,0.041,0.067
198,1907.0,322.0,449.0,0.0,0.0,3.0,774.0,8.0,782.0,1738.0,2941.0,4384.0,0.518,0.263,0.004,0.038,0.482,0.278,0.068,0.109
199,1908.0,271.0,189.0,0.0,0.0,2.0,462.0,2.0,464.0,851.0,713.0,1013.0,0.832,0.041,0.0,0.075,0.168,0.069,0.052,0.001
200,1909.0,216.0,197.0,0.0,0.0,2.0,415.0,3.0,418.0,840.0,828.0,1130.0,0.784,0.072,0.0,0.054,0.216,0.16,0.047,0.042
201,1910.0,353.0,436.0,0.0,0.0,8.0,797.0,4.0,801.0,1626.0,2084.0,2989.0,0.558,0.294,0.013,0.048,0.442,0.298,0.025,0.062
202,1911.0,174.0,250.0,0.0,0.0,0.0,424.0,3.0,427.0,1349.0,1234.0,1795.0,0.555,0.257,0.007,0.04,0.445,0.274,0.062,0.08
203,1912.0,248.0,312.0,0.0,0.0,1.0,561.0,6.0,567.0,1073.0,882.0,1354.0,0.484,0.307,0.014,0.021,0.516,0.278,0.045,0.128
204,1913.0,203.0,257.0,0.0,0.0,1.0,461.0,3.0,464.0,1114.0,1298.0,1875.0,0.532,0.333,0.024,0.044,0.468,0.308,0.032,0.035
205,2001.0,448.0,324.0,0.0,0.0,5.0,777.0,3.0,780.0,1465.0,1481.0,1816.0,0.859,0.073,0.0,0.027,0.142,0.079,0.026,0.015
206,2002.0,411.0,397.0,0.0,0.0,2.0,810.0,3.0,813.0,1708.0,1799.0,2514.0,0.772,0.131,0.003,0.035,0.228,0.175,0.009,0.049
207,2003.0,408.0,373.0,0.0,0.0,1.0,782.0,8.0,790.0,1751.0,2384.0,3756.0,0.464,0.397,0.0,0.014,0.536,0.207,0.078,0.046
208,2004.0,433.0,259.0,0.0,0.0,4.0,696.0,2.0,698.0,1245.0,1378.0,1688.0,0.858,0.074,0.0,0.027,0.142,0.079,0.026,0.015
209,2005.0,511.0,384.0,0.0,0.0,5.0,900.0,8.0,908.0,1626.0,2779.0,3791.0,0.835,0.033,0.0,0.012,0.165,0.087,0.085,0.034
210,2006.0,751.0,255.0,0.0,0.0,1.0,1007.0,3.0,1010.0,1668.0,1935.0,2539.0,0.893,0.047,0.0,0.013,0.108,0.047,0.034,0.014
211,2007.0,373.0,217.0,0.0,0.0,1.0,591.0,2.0,593.0,993.0,1137.0,1436.0,0.872,0.052,0.0,0.022,0.127,0.068,0.035,0.018
212,2008.0,335.0,254.0,0.0,0.0,2.0,591.0,1.0,592.0,1124.0,1195.0,1725.0,0.765,0.117,0.0,0.031,0.234,0.126,0.017,0.07
213,2009.0,368.0,266.0,0.0,0.0,3.0,637.0,1.0,638.0,1256.0,1627.0,2372.0,0.755,0.13,0.001,0.033,0.245,0.156,0.012,0.068
214,2010.0,684.0,368.0,0.0,0.0,2.0,1054.0,3.0,1057.0,1849.0,1871.0,2535.0,0.83,0.036,0.0,0.024,0.17,0.088,0.049,0.061
215,2011.0,329.0,150.0,0.0,0.0,2.0,481.0,3.0,484.0,774.0,749.0,1020.0,0.883,0.023,0.0,0.02,0.117,0.058,0.03,0.045
216,2012.0,445.0,239.0,0.0,0.0,2.0,686.0,2.0,688.0,1022.0,1249.0,1657.0,0.897,0.019,0.0,0.012,0.103,0.051,0.054,0.018
217,2013.0,392.0,215.0,0.0,0.0,5.0,612.0,3.0,615.0,948.0,686.0,911.0,0.888,0.018,0.0,0.012,0.111,0.048,0.064,0.018
218,2014.0,436.0,211.0,0.0,0.0,3.0,650.0,0.0,650.0,958.0,1054.0,1436.0,0.883,0.023,0.0,0.019,0.117,0.058,0.03,0.045
219,2015.0,471.0,448.0,0.0,0.0,4.0,923.0,4.0,927.0,1875.0,1585.0,2294.0,0.645,0.203,0.0,0.017,0.355,0.155,0.086,0.049
220,2016.0,556.0,478.0,0.0,0.0,7.0,1041.0,8.0,1049.0,1805.0,1456.0,2012.0,0.896,0.02,0.0,0.0,0.104,0.058,0.084,0.0
221,2017.0,729.0,420.0,0.0,1.0,2.0,1152.0,6.0,1158.0,1881.0,3435.0,4604.0,0.853,0.012,0.0,0.014,0.146,0.037,0.102,0.02
222,2018.0,378.0,188.0,0.0,0.0,0.0,566.0,1.0,567.0,969.0,1027.0,1363.0,0.897,0.019,0.0,0.012,0.103,0.051,0.054,0.018
223,2019.0,374.0,253.0,0.0,0.0,7.0,634.0,7.0,641.0,973.0,725.0,959.0,0.89,0.029,0.0,0.013,0.108,0.048,0.051,0.017
224,2020.0,543.0,281.0,0.0,0.0,3.0,827.0,3.0,830.0,1682.0,1301.0,1740.0,0.86,0.013,0.0,0.013,0.141,0.039,0.095,0.019
225,2101.0,189.0,102.0,0.0,0.0,1.0,292.0,0.0,292.0,1758.0,2691.0,3551.0,0.662,0.028,0.001,0.022,0.338,0.098,0.249,0.037
226,2102.0,37.0,21.0,0.0,0.0,0.0,58.0,0.0,58.0,1357.0,3326.0,4210.0,0.641,0.05,0.001,0.048,0.359,0.11,0.228,0.032
227,2103.0,70.0,66.0,0.0,0.0,0.0,136.0,2.0,138.0,1308.0,1954.0,2584.0,0.597,0.102,0.001,0.032,0.403,0.152,0.213,0.055
228,2104.0,67.0,57.0,0.0,0.0,0.0,124.0,1.0,125.0,1038.0,1251.0,1713.0,0.604,0.067,0.002,0.069,0.396,0.245,0.144,0.114
229,2105.0,117.0,83.0,0.0,0.0,0.0,200.0,3.0,203.0,1464.0,2258.0,2965.0,0.634,0.076,0.0,0.033,0.366,0.108,0.193,0.064
230,2106.0,173.0,133.0,0.0,0.0,2.0,308.0,1.0,309.0,1101.0,1440.0,1891.0,0.665,0.063,0.003,0.026,0.335,0.12,0.187,0.055
231,2107.0,135.0,128.0,0.0,0.0,0.0,263.0,1.0,264.0,1466.0,1558.0,2090.0,0.634,0.08,0.004,0.039,0.367,0.122,0.186,0.055
232,2108.0,127.0,112.0,0.0,0.0,0.0,239.0,2.0,241.0,1692.0,1772.0,2359.0,0.643,0.06,0.01,0.039,0.357,0.101,0.224,0.018
233,2109.0,168.0,149.0,0.0,0.0,0.0,317.0,3.0,320.0,1850.0,2591.0,3552.0,0.623,0.104,0.007,0.039,0.377,0.14,0.181,0.045
234,2110.0,167.0,126.0,0.0,0.0,0.0,293.0,2.0,295.0,1335.0,1313.0,1543.0,0.766,0.057,0.013,0.037,0.234,0.089,0.111,0.017
235,2111.0,199.0,134.0,0.0,0.0,3.0,336.0,0.0,336.0,1684.0,1857.0,2471.0,0.722,0.026,0.0,0.031,0.278,0.071,0.213,0.007
236,2112.0,227.0,181.0,0.0,0.0,5.0,413.0,11.0,424.0,1602.0,1767.0,1992.0,0.799,0.048,0.016,0.038,0.201,0.078,0.09,0.009
237,2113.0,381.0,343.0,0.0,0.0,2.0,726.0,11.0,737.0,2067.0,2433.0,3140.0,0.747,0.023,0.002,0.041,0.253,0.068,0.178,0.008
238,2114.0,106.0,61.0,0.0,0.0,1.0,168.0,0.0,168.0,927.0,937.0,1054.0,0.802,0.045,0.014,0.034,0.198,0.078,0.097,0.009
239,2115.0,144.0,73.0,0.0,0.0,0.0,217.0,0.0,217.0,1196.0,918.0,1069.0,0.82,0.019,0.007,0.055,0.18,0.057,0.09,0.01
240,2116.0,287.0,176.0,0.0,0.0,2.0,465.0,2.0,467.0,1637.0,5495.0,6154.0,0.817,0.025,0.002,0.019,0.182,0.075,0.128,0.009
241,2201.0,219.0,228.0,0.0,0.0,5.0,452.0,1.0,453.0,1880.0,6518.0,8534.0,0.671,0.062,0.0,0.046,0.329,0.164,0.159,0.062
242,2202.0,253.0,262.0,0.0,0.0,3.0,518.0,9.0,527.0,2008.0,2003.0,2741.0,0.612,0.062,0.001,0.058,0.388,0.236,0.142,0.125
243,2203.0,267.0,201.0,0.0,0.0,0.0,468.0,4.0,472.0,1615.0,2173.0,2772.0,0.691,0.051,0.001,0.017,0.309,0.123,0.193,0.047
244,2204.0,241.0,155.0,0.0,0.0,3.0,399.0,2.0,401.0,1100.0,1151.0,1491.0,0.772,0.038,0.0,0.01,0.228,0.06,0.138,0.042
245,2205.0,149.0,111.0,0.0,0.0,4.0,264.0,5.0,269.0,948.0,1054.0,1431.0,0.639,0.049,0.0,0.017,0.361,0.19,0.145,0.15
246,2206.0,124.0,123.0,0.0,0.0,0.0,247.0,0.0,247.0,972.0,912.0,1157.0,0.706,0.026,0.003,0.014,0.295,0.099,0.209,0.042
247,2207.0,235.0,218.0,0.0,0.0,2.0,455.0,2.0,457.0,1422.0,1467.0,1806.0,0.814,0.04,0.0,0.024,0.186,0.082,0.085,0.036
248,2208.0,221.0,186.0,0.0,0.0,0.0,407.0,1.0,408.0,1279.0,2076.0,2732.0,0.736,0.038,0.0,0.028,0.264,0.088,0.182,0.016
249,2209.0,208.0,133.0,0.0,0.0,0.0,341.0,0.0,341.0,1283.0,980.0,1308.0,0.715,0.027,0.0,0.038,0.285,0.127,0.218,0.003
250,2210.0,274.0,268.0,0.0,0.0,2.0,544.0,0.0,544.0,1532.0,1692.0,2121.0,0.732,0.066,0.0,0.021,0.267,0.122,0.133,0.048
251,2211.0,196.0,161.0,0.0,0.0,3.0,360.0,1.0,361.0,1065.0,1697.0,2085.0,0.813,0.039,0.0,0.023,0.186,0.093,0.084,0.041
252,2212.0,178.0,189.0,0.0,0.0,0.0,367.0,3.0,370.0,1144.0,1779.0,2253.0,0.651,0.089,0.0,0.011,0.349,0.186,0.151,0.098
253,2213.0,165.0,148.0,0.0,0.0,1.0,314.0,1.0,315.0,852.0,967.0,1248.0,0.791,0.019,0.0,0.0,0.208,0.083,0.133,0.057
