,Ward_Precinct,Unnamed: 0,Unnamed: 0.1,MICHELLE WU,PAT PAYASO,MICHAEL F FLAHERTY,AYANNA S PRESSLEY,DOMINGOS DAROSA,ALTHEA GARRISON,ANNISSA E GEORGE,WILLIAM A KING,ALL OTHERS,VOTES CAST,BLANKS,BALLOTS CAST,Registered Voters,Turnout,Unnamed: 0.1.1,Precinct,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities  (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Hispanic & Black Percentage,Black plurality (Y/N),Pressley percentage,Wu Percentage,Flaherty Percentage,Annissa Percentage,Latino plurality (Y/N),White plurality (Y/N),Asian plurality (Y/N),Year
72,803,72,72,112,15,84,137,31,79,56,24,8,546,490,259,1540,0.168181818,73,803,1269,266,715,10,52,0,169,57,1269,180,658,325,6,51,0,21,28,56.34357762,0.788022065,4.097714736,0,13.31757289,4.491725768,25.6107171,20.96138692,81.95429472,Y,25.09157509,20.51282051,15.38461538,10.25641026,N,N,N,2017
73,804,73,73,64,15,43,107,38,50,37,16,0,370,410,195,695,0.28057554,74,804,664,75,392,5,11,0,142,39,664,21,352,239,5,11,0,19,17,59.03614458,0.753012048,1.656626506,0,21.38554217,5.873493976,35.9939759,11.29518072,95.03012048,Y,28.91891892,17.2972973,11.62162162,10,N,N,N,2017
74,805,74,74,122,22,75,152,149,66,79,26,6,697,783,370,1298,0.285053929,75,805,1638,124,659,8,40,4,613,190,1638,59,610,290,4,38,3,477,157,40.23199023,0.488400488,2.442002442,0.244200244,37.42368742,11.5995116,17.7045177,7.57020757,57.93650794,Y,21.80774749,17.5035868,10.76040172,11.33428981,N,N,N,2017
75,806,75,75,45,10,36,50,51,28,33,11,2,266,214,120,476,0.25210084,76,806,681,144,214,0,10,0,256,57,681,105,186,115,0,10,0,215,50,31.42437592,0,1.468428781,0,37.5917768,8.370044053,16.88693098,21.14537445,48.3113069,Y,18.79699248,16.91729323,13.53383459,12.40601504,N,N,N,2017
76,807,76,76,94,17,69,117,51,50,54,24,2,478,434,228,977,0.233367451,77,807,1084,183,635,11,10,0,156,89,1084,71,580,326,5,10,0,38,54,58.57933579,1.014760148,0.922509225,0,14.39114391,8.210332103,30.07380074,16.88191882,88.65313653,Y,24.47698745,19.66527197,14.43514644,11.29707113,N,N,N,2017
77,901,77,77,370,21,263,267,37,88,172,52,4,1274,1250,631,1894,0.333157339,78,901,2092,1030,302,11,436,1,248,64,2092,748,247,633,3,435,0,4,22,14.43594646,0.52581262,20.84130019,0.047801147,11.85468451,3.059273423,30.2581262,49.23518164,44.69407266,N,20.95761381,29.04238619,20.64364207,13.50078493,N,Y,N,2017
78,902,78,78,400,43,244,304,45,120,221,37,9,1423,773,549,2220,0.247297297,79,902,2267,1548,353,4,209,0,93,60,2267,1426,334,249,2,209,0,4,43,15.57123952,0.17644464,9.219232466,0,4.102337891,2.646669607,10.98367887,68.28407587,26.55491839,N,21.36331694,28.10962755,17.1468728,15.53056922,N,Y,N,2017
79,903,79,79,337,47,218,378,63,147,202,54,8,1454,1266,680,3040,0.223684211,80,903,3652,1396,1415,13,204,3,428,193,3652,1069,1228,1041,8,203,1,18,84,38.74589266,0.355969332,5.585980285,0.082146769,11.7196057,5.284775465,28.50492881,38.22562979,67.25082147,Y,25.99724897,23.17744154,14.99312242,13.89270977,N,N,N,2017
80,904,80,80,193,32,159,210,53,82,92,57,2,880,816,424,2123,0.199717381,81,904,4580,2516,1102,31,402,0,354,175,4580,2235,981,834,16,401,0,23,90,24.06113537,0.676855895,8.777292576,0,7.729257642,3.820960699,18.20960699,54.93449782,42.27074236,N,23.86363636,21.93181818,18.06818182,10.45454545,N,Y,N,2017
81,905,81,81,312,50,174,422,79,179,163,55,4,1438,1234,668,2035,0.328255528,82,905,2282,357,1491,29,51,0,211,143,2282,226,1380,507,14,50,0,22,83,65.33742331,1.270815074,2.234881683,0,9.246275197,6.266432954,22.2173532,15.64417178,87.55477651,Y,29.34631433,21.69680111,12.10013908,11.33518776,N,N,N,2017
82,1001,82,82,132,12,124,136,33,51,82,30,2,602,434,259,964,0.268672199,83,1001,888,264,261,11,138,0,172,42,888,159,232,333,9,138,0,0,17,29.39189189,1.238738739,15.54054054,0,19.36936937,4.72972973,37.5,29.72972973,66.89189189,N,22.59136213,21.9269103,20.59800664,13.62126246,Y,N,N,2017
83,1002,83,83,111,17,72,98,15,27,63,16,3,422,318,185,944,0.195974576,84,1002,2579,1462,331,9,581,1,126,69,2579,1354,290,298,4,581,1,9,42,12.83443195,0.34897247,22.52811167,0.038774719,4.885614579,2.675455603,11.55486623,56.68863901,24.38929818,N,23.22274882,26.30331754,17.06161137,14.92890995,N,Y,N,2017
84,1003,84,84,102,7,90,87,16,28,74,16,0,420,244,166,968,0.171487603,85,1003,2020,1403,193,12,256,3,83,70,2020,1306,166,228,6,256,3,5,50,9.554455446,0.594059406,12.67326733,0.148514851,4.108910891,3.465346535,11.28712871,69.45544554,20.84158416,N,20.71428571,24.28571429,21.42857143,17.61904762,N,Y,N,2017
85,1004,85,85,199,29,164,142,57,54,100,58,4,807,781,397,1738,0.228423475,86,1004,2606,1298,421,19,561,3,209,95,2606,1128,367,477,13,556,3,5,57,16.15502686,0.729086723,21.52724482,0.115118956,8.019953952,3.645433615,18.30391404,49.80813507,34.45894091,N,17.5960347,24.65923172,20.32218092,12.39157373,N,Y,N,2017
86,1005,86,86,160,20,110,163,33,54,122,17,1,680,284,241,1175,0.205106383,87,1005,2078,1539,228,7,135,0,97,72,2078,1448,208,225,3,135,0,8,51,10.97208855,0.336862368,6.496631376,0,4.667949952,3.464870067,10.82771896,74.06159769,21.79980751,N,23.97058824,23.52941176,16.17647059,17.94117647,N,Y,N,2017
87,1006,87,87,172,22,84,142,53,48,99,28,2,650,526,294,1321,0.222558668,88,1006,1706,606,564,12,133,0,285,106,1706,386,472,665,1,130,0,6,46,33.05978898,0.703399766,7.796014068,0,16.70574443,6.213364596,38.98007034,35.52168816,72.03985932,N,21.84615385,26.46153846,12.92307692,15.23076923,Y,N,N,2017
88,1007,88,88,172,31,149,183,70,59,98,38,3,803,821,406,1842,0.220412595,89,1007,1809,582,580,26,43,0,435,143,1809,234,457,1030,5,42,0,14,27,32.06191266,1.437258154,2.37700387,0,24.04643449,7.904919845,56.93753455,32.17247098,88.99944721,N,22.78953923,21.41967621,18.55541719,12.20423412,Y,N,N,2017
89,1008,89,89,293,31,207,253,57,85,190,48,2,1166,790,489,1814,0.269570011,90,1008,2779,1583,582,4,394,2,122,92,2779,1407,538,385,4,390,1,7,47,20.94278517,0.143936668,14.17776178,0.071968334,4.39006837,3.310543361,13.85390428,56.96293631,34.79668946,N,21.69811321,25.12864494,17.75300172,16.29502573,N,Y,N,2017
90,1009,90,90,429,29,209,370,80,92,312,22,1,1544,636,545,2038,0.267419038,91,1009,2265,1646,182,13,145,0,206,73,2265,1417,141,520,1,145,0,11,30,8.035320088,0.573951435,6.401766004,0,9.094922737,3.222958057,22.9580574,72.67108168,30.99337748,N,23.96373057,27.78497409,13.53626943,20.20725389,N,Y,N,2017
91,1101,91,91,177,46,61,199,33,82,95,16,2,711,377,272,905,0.300552486,92,1101,912,357,429,3,31,0,58,34,912,307,392,150,3,31,0,6,23,47.03947368,0.328947368,3.399122807,0,6.359649123,3.728070175,16.44736842,39.14473684,63.48684211,Y,27.98874824,24.89451477,8.579465541,13.36146273,N,N,N,2017
92,1102,92,92,202,37,120,323,56,104,118,36,5,1001,951,488,1542,0.316472114,93,1102,1651,230,1090,25,21,2,196,87,1651,113,1016,442,8,21,2,11,38,66.02059358,1.514233798,1.27195639,0.121138704,11.87159297,5.269533616,26.77165354,13.93095094,92.79224712,Y,32.26773227,20.17982018,11.98801199,11.78821179,N,N,N,2017
93,1103,93,93,130,16,84,221,51,80,77,31,1,691,593,321,1229,0.261187958,94,1103,1385,196,891,9,13,1,195,80,1385,90,786,445,6,13,1,12,32,64.33212996,0.649819495,0.938628159,0.072202166,14.07942238,5.776173285,32.1299639,14.15162455,96.46209386,Y,31.98263386,18.81331404,12.15629522,11.14327062,N,N,N,2017
94,1104,94,94,349,31,169,337,85,107,225,47,7,1357,879,559,2003,0.279081378,95,1104,2245,736,813,37,44,0,457,158,2245,406,709,1027,12,41,0,10,40,36.21380846,1.648106904,1.959910913,0,20.35634744,7.037861915,45.74610245,32.78396437,81.95991091,N,24.83419307,25.71849668,12.45394252,16.5806927,Y,N,N,2017
95,1105,95,95,266,21,147,258,87,81,181,43,4,1088,748,459,1566,0.293103448,96,1105,1825,711,596,15,26,0,377,100,1825,440,505,803,7,26,0,11,33,32.65753425,0.821917808,1.424657534,0,20.65753425,5.479452055,44,38.95890411,76.65753425,N,23.71323529,24.44852941,13.51102941,16.63602941,Y,N,N,2017
96,1106,96,96,342,29,144,301,63,90,223,27,4,1223,561,446,1201,0.371357202,97,1106,1257,777,176,3,62,0,163,76,1257,646,127,399,1,61,0,7,16,14.00159109,0.238663484,4.932378679,0,12.96738266,6.046141607,31.74224344,61.81384248,45.74383453,N,24.61161079,27.96402289,11.77432543,18.23385119,N,Y,N,2017
97,1107,97,97,395,41,174,377,74,120,266,28,6,1481,635,529,1631,0.324340895,98,1107,1955,1096,464,12,51,0,255,77,1955,938,424,487,3,51,0,10,42,23.73401535,0.613810742,2.608695652,0,13.04347826,3.938618926,24.91048593,56.06138107,48.64450128,N,25.45577313,26.67116813,11.74881837,17.96083727,N,Y,N,2017
98,1108,98,98,451,39,211,420,73,125,321,49,5,1694,634,582,1734,0.335640138,99,1108,1733,1185,223,10,153,1,106,55,1733,1081,196,253,3,153,1,13,33,12.8678592,0.577034045,8.828620889,0.057703405,6.116560877,3.173687248,14.59896134,68.37853433,27.46682054,N,24.79338843,26.62337662,12.45572609,18.94923259,N,Y,N,2017
99,1109,99,99,325,20,140,292,46,77,258,26,4,1188,448,409,987,0.414387031,100,1109,997,844,63,1,41,0,23,25,997,790,48,99,0,40,0,3,17,6.318956871,0.100300903,4.112337011,0,2.306920762,2.507522568,9.929789368,84.65396189,16.24874624,N,24.57912458,27.35690236,11.78451178,21.71717172,N,Y,N,2017
100,1110,100,100,355,22,163,327,60,87,279,29,4,1326,454,445,1368,0.325292398,101,1110,1462,1096,145,2,69,0,110,40,1462,998,122,238,1,68,0,13,22,9.917920657,0.136798906,4.719562244,0,7.523939808,2.735978112,16.27906977,74.96580027,26.19699042,N,24.66063348,26.77224736,12.29260935,21.04072398,N,Y,N,2017
101,1201,101,101,208,23,129,355,59,139,118,45,6,1082,1090,543,1745,0.311174785,102,1201,1812,137,1380,11,33,0,166,85,1812,74,1328,307,10,32,0,12,49,76.1589404,0.607064018,1.821192053,0,9.161147903,4.690949227,16.94260486,7.560706402,93.10154525,Y,32.80961183,19.22365989,11.92236599,10.90573013,N,N,N,2017
102,1202,102,102,201,35,146,369,54,130,108,42,4,1089,1131,555,2165,0.256351039,103,1202,2361,171,1767,17,17,1,288,100,2361,39,1664,529,9,17,1,45,57,74.841169,0.720033884,0.720033884,0.042354934,12.19822109,4.235493435,22.40576027,7.242693774,97.24692927,Y,33.88429752,18.45730028,13.40679522,9.917355372,N,N,N,2017
103,1203,103,103,116,19,63,211,28,86,62,24,3,612,648,315,934,0.337259101,104,1203,794,55,604,4,24,1,75,31,794,20,564,151,1,24,1,11,22,76.07052897,0.503778338,3.022670025,0.125944584,9.445843829,3.904282116,19.01763224,6.926952141,95.08816121,Y,34.47712418,18.95424837,10.29411765,10.13071895,N,N,N,2017
104,1204,104,104,133,16,64,201,38,91,70,27,2,642,578,305,1153,0.26452732,105,1204,1235,100,884,6,3,2,178,62,1235,47,826,274,5,3,2,30,48,71.57894737,0.48582996,0.24291498,0.16194332,14.41295547,5.020242915,22.18623482,8.097165992,93.76518219,Y,31.30841121,20.7165109,9.968847352,10.90342679,N,N,N,2017
105,1205,105,105,83,11,72,147,32,60,44,24,1,474,526,250,687,0.363901019,106,1205,860,48,684,10,2,0,86,30,860,15,655,151,6,1,0,12,20,79.53488372,1.162790698,0.23255814,0,10,3.488372093,17.55813953,5.581395349,97.09302326,Y,31.01265823,17.51054852,15.18987342,9.282700422,N,N,N,2017
106,1206,106,106,120,9,95,187,37,82,73,31,2,636,584,305,910,0.335164835,107,1206,858,41,693,6,9,0,65,44,858,21,659,134,5,9,0,10,20,80.76923077,0.699300699,1.048951049,0,7.575757576,5.128205128,15.61771562,4.778554779,96.38694639,Y,29.40251572,18.86792453,14.93710692,11.47798742,N,N,N,2017
107,1207,107,107,234,35,164,368,86,153,122,76,5,1243,1305,637,2503,0.254494606,108,1207,3079,386,2016,22,19,0,507,129,3079,186,1876,914,15,18,0,12,58,65.47580383,0.714517701,0.617083469,0,16.46638519,4.189671971,29.68496265,12.53653784,95.16076648,Y,29.60579244,18.82542237,13.19388576,9.814963797,N,N,N,2017
108,1208,108,108,81,4,34,127,22,49,39,18,2,376,396,193,805,0.239751553,109,1208,950,82,668,8,3,0,146,43,950,33,630,244,8,3,0,10,22,70.31578947,0.842105263,0.315789474,0,15.36842105,4.526315789,25.68421053,8.631578947,96,Y,33.77659574,21.54255319,9.042553191,10.37234043,N,N,N,2017
109,1209,109,109,117,11,78,209,39,78,83,23,4,642,574,304,1003,0.303090728,110,1209,1116,95,802,7,15,1,134,62,1116,23,764,268,4,15,1,9,32,71.86379928,0.627240143,1.344086022,0.089605735,12.00716846,5.555555556,24.01433692,8.512544803,95.8781362,Y,32.55451713,18.22429907,12.14953271,12.92834891,N,N,N,2017
110,1301,110,110,137,23,104,195,84,127,82,35,9,796,792,397,1513,0.262392597,111,1301,1573,134,955,11,12,0,345,116,1573,41,851,458,8,11,0,130,74,60.71201526,0.699300699,0.76287349,0,21.93261284,7.374443738,29.11633821,8.518753973,89.82835346,Y,24.49748744,17.21105528,13.06532663,10.30150754,N,N,N,2017
111,1302,111,111,57,4,41,82,20,41,32,16,0,293,227,130,607,0.21416804,112,1302,673,82,389,19,10,1,114,58,673,14,351,232,2,8,0,28,38,57.80089153,2.823179792,1.485884101,0.14858841,16.93907875,8.618127786,34.47251114,12.18424963,92.27340267,Y,27.98634812,19.45392491,13.99317406,10.92150171,N,N,N,2017
112,1303,112,112,106,17,108,100,35,40,76,18,2,502,482,246,1282,0.191887676,113,1303,3145,1502,573,16,681,5,279,89,3145,1293,515,547,7,681,5,41,56,18.21939587,0.508744038,21.65341812,0.158982512,8.871224165,2.829888712,17.3926868,47.75834658,35.61208267,N,19.92031873,21.11553785,21.51394422,15.13944223,N,Y,N,2017
113,1304,113,113,91,10,73,127,72,66,68,32,1,540,420,240,1078,0.222634508,114,1304,1261,188,717,8,10,0,238,100,1261,82,668,370,5,10,0,62,64,56.85963521,0.634417129,0.793021412,0,18.8739096,7.930214116,29.34179223,14.90880254,86.20142744,Y,23.51851852,16.85185185,13.51851852,12.59259259,N,N,N,2017
114,1305,114,114,106,8,86,126,66,47,96,26,3,564,500,266,1020,0.260784314,115,1305,1352,334,529,5,11,2,346,125,1352,263,483,284,1,11,2,206,102,39.12721893,0.369822485,0.813609467,0.147928994,25.59171598,9.24556213,21.00591716,24.70414201,60.13313609,Y,22.34042553,18.79432624,15.24822695,17.0212766,N,N,N,2017
115,1306,115,115,201,27,168,198,80,62,196,26,6,964,668,408,1356,0.300884956,116,1306,1615,587,458,7,125,3,334,101,1615,517,420,272,4,125,3,196,78,28.35913313,0.433436533,7.73993808,0.185758514,20.68111455,6.253869969,16.84210526,36.34674923,45.20123839,N,20.53941909,20.85062241,17.42738589,20.33195021,N,Y,N,2017
116,1307,116,116,265,23,240,218,46,69,290,35,8,1194,706,475,1461,0.325119781,117,1307,1775,1010,199,1,431,0,79,55,1775,956,189,131,1,431,0,19,48,11.21126761,0.056338028,24.28169014,0,4.450704225,3.098591549,7.38028169,56.90140845,18.5915493,N,18.25795645,22.19430486,20.10050251,24.2881072,N,Y,N,2017
117,1308,117,117,210,20,184,175,42,48,239,24,5,947,581,382,1309,0.291825821,118,1308,1511,770,187,3,368,4,113,66,1511,719,172,146,3,366,0,49,56,12.37590999,0.198544011,24.35473197,0.264725347,7.478491066,4.367968233,9.662475182,50.95962938,22.03838518,N,18.47940866,22.17529039,19.42977825,25.2375924,N,Y,N,2017
118,1309,118,118,236,27,179,200,48,67,227,31,3,1018,594,403,1323,0.304610733,119,1309,1683,742,249,7,429,5,185,66,1683,692,228,170,6,428,0,103,56,14.79500891,0.415923945,25.49019608,0.297088532,10.9922757,3.921568627,10.1010101,44.08793821,24.89601901,N,19.64636542,23.1827112,17.58349705,22.29862475,N,Y,N,2017
119,1310,119,119,443,52,399,393,58,87,513,46,8,1999,1077,769,1643,0.468046257,120,1310,1946,1510,122,0,218,2,46,48,1946,1466,116,95,0,218,2,10,39,6.269270298,0,11.2024666,0.102774923,2.363823227,2.46659815,4.881808839,77.5950668,11.15107914,N,19.65982991,22.16108054,19.95997999,25.66283142,N,Y,N,2017
120,1401,120,120,172,16,128,243,105,86,121,61,5,937,859,449,2544,0.176493711,121,1401,2866,279,1824,19,37,5,557,145,2866,48,1688,920,9,35,1,93,72,63.64270761,0.662944871,1.290997906,0.174459177,19.43475227,5.05931612,32.10048849,9.734822052,95.74319609,Y,25.93383138,18.35645678,13.660619,12.9135539,N,N,N,2017
121,1402,121,121,198,18,182,390,87,139,105,64,17,1200,1168,592,2539,0.233162662,122,1402,2695,142,2164,17,10,0,235,127,2695,42,2041,450,11,10,0,62,79,80.29684601,0.630797774,0.371057514,0,8.719851577,4.712430427,16.69758813,5.269016698,96.99443414,Y,32.5,16.5,15.16666667,8.75,N,N,N,2017
122,1403,122,122,118,11,91,162,62,66,86,47,3,646,474,280,1270,0.220472441,123,1403,1549,75,1077,23,18,1,277,78,1549,20,987,459,17,18,1,11,36,69.52872821,1.484828922,1.162040026,0.064557779,17.88250484,5.035506779,29.63202066,4.841833441,99.16074887,Y,25.07739938,18.26625387,14.08668731,13.3126935,N,N,N,2017
123,1404,123,123,102,7,89,178,75,52,85,45,2,635,561,299,1523,0.196323047,124,1404,1654,124,1230,10,15,0,203,72,1654,49,1146,353,8,15,0,39,44,74.36517533,0.604594921,0.906892382,0,12.2732769,4.353083434,21.34220073,7.496977025,95.70737606,Y,28.03149606,16.06299213,14.01574803,13.38582677,N,N,N,2017
124,1405,124,124,113,12,102,171,17,48,54,24,5,546,418,241,1074,0.224394786,125,1405,1439,36,1278,5,11,1,70,38,1439,9,1231,155,2,11,1,2,28,88.81167477,0.347463516,0.764419736,0.069492703,4.864489229,2.640722724,10.77136901,2.501737318,99.58304378,Y,31.31868132,20.6959707,18.68131868,9.89010989,N,N,N,2017
125,1406,125,125,119,19,94,176,35,65,65,40,4,617,471,272,1069,0.254443405,126,1406,1174,75,947,4,6,1,89,52,1174,41,878,211,2,6,0,11,25,80.66439523,0.340715503,0.511073254,0.085178876,7.580919932,4.429301533,17.97274276,6.388415673,98.63713799,Y,28.52512156,19.28687196,15.2350081,10.53484603,N,N,N,2017
126,1407,126,126,90,11,75,151,30,59,53,28,2,499,441,235,1166,0.201543739,127,1407,1388,94,1085,7,10,0,126,66,1388,20,1016,286,7,7,0,11,41,78.17002882,0.504322767,0.720461095,0,9.077809798,4.755043228,20.60518732,6.772334294,98.77521614,Y,30.26052104,18.03607214,15.03006012,10.62124248,N,N,N,2017
127,1408,127,127,127,9,104,222,35,67,74,40,6,684,640,331,1142,0.289842382,128,1408,1494,147,1206,2,12,1,84,42,1494,93,1162,190,2,11,0,5,31,80.72289157,0.133868809,0.803212851,0.066934404,5.62248996,2.81124498,12.71753681,9.83935743,93.44042838,Y,32.45614035,18.56725146,15.20467836,10.81871345,N,N,N,2017
128,1409,128,128,61,5,59,136,18,34,43,41,1,398,510,227,1283,0.176929072,129,1409,1384,102,931,12,17,0,242,80,1384,13,844,459,5,17,0,19,27,67.26878613,0.867052023,1.228323699,0,17.48554913,5.780346821,33.16473988,7.369942197,100.433526,Y,34.17085427,15.32663317,14.8241206,10.8040201,N,N,N,2017
129,1410,129,129,116,7,104,195,35,74,70,45,2,648,624,318,1319,0.241091736,130,1410,1937,205,1254,12,17,3,350,96,1937,26,1131,661,9,16,3,36,55,64.73928756,0.619514713,0.877645844,0.154878678,18.06917914,4.956117708,34.12493547,10.58337636,98.86422303,Y,30.09259259,17.90123457,16.04938272,10.80246914,N,N,N,2017
130,1411,130,130,128,13,111,193,53,81,93,58,0,730,322,263,1158,0.227115717,131,1411,1307,42,1065,3,10,0,121,66,1307,20,992,224,2,10,0,20,39,81.48431523,0.229533282,0.765110941,0,9.257842387,5.049732211,17.13848508,3.213465953,98.62280031,Y,26.43835616,17.53424658,15.20547945,12.73972603,N,N,N,2017
131,1412,131,131,100,6,83,134,23,58,65,35,0,504,268,193,724,0.266574586,132,1412,809,28,680,1,9,0,74,17,809,3,646,121,1,9,0,25,4,84.05438813,0.123609394,1.112484549,0,9.147095179,2.101359703,14.95673671,3.461063041,99.01112485,Y,26.58730159,19.84126984,16.46825397,12.8968254,N,N,N,2017
132,1413,132,132,110,14,106,168,31,65,76,32,0,602,550,288,1098,0.262295082,133,1413,1206,38,1024,6,11,0,73,54,1206,18,973,149,1,11,0,17,37,84.90878939,0.497512438,0.912106136,0,6.053067993,4.47761194,12.35489221,3.150912106,97.26368159,Y,27.90697674,18.27242525,17.60797342,12.62458472,N,N,N,2017
133,1414,133,133,133,11,101,187,34,64,68,39,1,638,614,313,1226,0.255301794,134,1414,1350,10,1203,3,5,0,86,43,1350,5,1127,179,2,5,0,3,29,89.11111111,0.222222222,0.37037037,0,6.37037037,3.185185185,13.25925926,0.740740741,102.3703704,Y,29.31034483,20.84639498,15.830721,10.65830721,N,N,N,2017
134,1501,134,134,104,7,73,145,93,67,76,37,4,606,518,281,1585,0.177287066,135,1501,1938,266,969,9,44,0,507,143,1938,130,874,554,7,44,0,223,106,50,0.464396285,2.270381837,0,26.16099071,7.37874097,28.58617131,13.7254902,78.58617131,Y,23.92739274,17.16171617,12.04620462,12.54125413,N,N,N,2017
135,1502,135,135,60,8,69,107,30,43,52,17,3,389,391,195,1083,0.180055402,136,1502,1270,74,787,5,8,0,297,99,1270,34,749,206,3,8,0,176,94,61.96850394,0.393700787,0.62992126,0,23.38582677,7.795275591,16.22047244,5.826771654,78.18897638,Y,27.50642674,15.42416452,17.7377892,13.36760925,N,N,N,2017
136,1503,136,136,53,3,46,65,30,24,46,9,4,280,204,121,726,0.166666667,137,1503,875,75,418,3,31,0,260,88,875,56,383,164,3,28,0,163,78,47.77142857,0.342857143,3.542857143,0,29.71428571,10.05714286,18.74285714,8.571428571,66.51428571,Y,23.21428571,18.92857143,16.42857143,16.42857143,N,N,N,2017
137,1504,137,137,147,13,119,181,91,80,111,37,3,782,818,400,1980,0.202020202,138,1504,2477,366,912,2,389,1,562,245,2477,262,855,397,2,389,0,366,206,36.81873234,0.080742834,15.70448123,0.040371417,22.68873637,9.890997174,16.02745256,14.77593864,52.8461849,Y,23.14578005,18.79795396,15.2173913,14.1943734,N,N,N,2017
138,1505,138,138,102,10,104,166,87,41,79,21,4,614,550,291,1329,0.218961625,139,1505,1661,214,964,13,92,0,261,117,1661,72,878,422,7,92,0,115,75,58.03732691,0.782661048,5.538832029,0,15.71342565,7.043949428,25.4063817,12.88380494,83.44370861,Y,27.03583062,16.61237785,16.93811075,12.86644951,N,N,N,2017
139,1506,139,139,95,12,122,91,18,41,101,24,1,505,495,250,780,0.320512821,140,1506,1038,329,154,1,459,0,57,38,1038,313,144,75,1,459,0,11,35,14.83622351,0.096339114,44.21965318,0,5.49132948,3.66088632,7.225433526,31.6955684,22.06165703,N,18.01980198,18.81188119,24.15841584,20,N,N,Y,2017
140,1507,140,140,115,15,89,135,80,60,90,27,1,612,436,262,1082,0.242144177,141,1507,1305,165,660,3,22,0,329,126,1305,126,608,222,1,21,0,228,99,50.57471264,0.229885057,1.685823755,0,25.21072797,9.655172414,17.01149425,12.64367816,67.5862069,Y,22.05882353,18.79084967,14.54248366,14.70588235,N,N,N,2017
141,1508,141,141,136,17,122,122,59,65,73,45,1,640,356,249,978,0.254601227,142,1508,1319,208,562,6,302,2,169,70,1319,133,531,236,6,300,2,56,55,42.60803639,0.454890068,22.89613343,0.151630023,12.81273692,5.307050796,17.89234268,15.76952237,60.50037908,Y,19.0625,21.25,19.0625,11.40625,N,N,N,2017
142,1509,142,142,148,27,113,132,57,71,92,39,6,685,379,266,1032,0.257751938,143,1509,1362,266,472,5,353,1,200,65,1362,239,457,181,3,351,0,90,41,34.65491924,0.367107195,25.91776799,0.073421439,14.68428781,4.772393539,13.28928047,19.53010279,47.94419971,Y,19.27007299,21.60583942,16.49635036,13.43065693,N,N,N,2017
143,1601,143,143,160,14,144,150,30,39,114,28,2,681,479,290,1142,0.253940455,144,1601,1581,388,444,5,566,0,125,53,1581,327,419,192,4,561,0,35,43,28.08349146,0.316255534,35.8001265,0,7.906388362,3.352308665,12.14421252,24.54142948,40.22770398,N,22.02643172,23.4948605,21.14537445,16.74008811,N,N,Y,2017
144,1602,144,144,142,23,175,137,28,38,151,14,9,717,495,303,872,0.347477064,145,1602,961,580,123,2,187,0,49,20,961,546,115,76,1,187,0,24,12,12.79916753,0.208116545,19.45889698,0,5.098855359,2.081165453,7.90842872,60.35379813,20.70759625,N,19.10739191,19.80474198,24.40725244,21.05997211,N,Y,N,2017
145,1603,145,145,183,22,181,231,53,69,166,32,2,939,613,388,1462,0.265389877,146,1603,1745,341,736,5,475,0,109,79,1745,313,709,122,2,475,0,58,66,42.17765043,0.286532951,27.22063037,0,6.246418338,4.52722063,6.991404011,19.54154728,49.16905444,Y,24.60063898,19.48881789,19.27582535,17.67838126,N,N,N,2017
146,1604,146,146,185,19,167,202,43,61,155,33,2,867,581,362,1293,0.279969064,147,1604,2177,685,688,9,481,0,211,103,2177,624,657,210,5,477,0,120,84,31.60312356,0.413412954,22.09462563,0,9.692237023,4.73128158,9.646302251,31.46531925,41.24942582,Y,23.29873126,21.33794694,19.26182238,17.87773933,N,N,N,2017
147,1605,147,147,212,14,241,227,32,52,213,15,4,1010,658,417,1408,0.296164773,148,1605,1213,723,186,4,178,0,85,37,1213,688,167,126,2,178,0,24,28,15.33388293,0.329760923,14.67436109,0,7.007419621,3.050288541,10.38746908,59.60428689,25.72135202,N,22.47524752,20.99009901,23.86138614,21.08910891,N,Y,N,2017
148,1606,148,148,295,25,229,321,57,86,245,45,5,1308,796,526,1827,0.287903667,149,1606,2277,580,881,4,577,1,146,88,2277,502,816,260,3,577,1,57,61,38.69126043,0.175669741,25.34036012,0.043917435,6.411945542,3.8647343,11.41853316,25.47211243,50.10979359,Y,24.5412844,22.55351682,17.50764526,18.73088685,N,N,N,2017
149,1607,149,149,268,44,381,252,37,57,319,26,10,1394,830,556,1239,0.448748991,150,1607,1361,1032,184,3,93,2,36,11,1361,1006,170,61,2,91,2,19,10,13.51947098,0.220426157,6.833210874,0.146950771,2.645113887,0.808229243,4.48199853,75.82659809,18.00146951,N,18.07747489,19.22525108,27.33142037,22.88378766,N,Y,N,2017
150,1608,150,150,338,27,356,352,45,76,370,34,5,1603,781,596,1409,0.422995032,151,1608,1548,922,358,7,162,0,42,57,1548,901,331,93,7,161,0,10,45,23.12661499,0.452196382,10.46511628,0,2.713178295,3.682170543,6.007751938,59.56072351,29.13436693,N,21.9588272,21.08546475,22.20835933,23.08172177,N,Y,N,2017
