,permitnumber,worktype,permittypedescr,declared_valuation,occupancytype,city
1058,A81312,NEWCON,Amendment to a Long Form,0.0,1-2FAM,South Boston
1059,A301034,NEWCON,Amendment to a Long Form,500.0,1-3FAM,Jamaica Plain
1060,A314474,NEWCON,Amendment to a Long Form,2500.0,Comm,Boston
1061,A319346,NEWCON,Amendment to a Long Form,0.0,Multi,Dorchester
1062,A319357,NEWCON,Amendment to a Long Form,0.0,Multi,Dorchester
1063,A319360,NEWCON,Amendment to a Long Form,0.0,Multi,Dorchester
1064,A350611,ERECT,Amendment to a Long Form,0.0,1-2FAM,Jamaica Plain
1065,A366263,NEWCON,Amendment to a Long Form,200000.0,Comm,Roxbury
1066,A405238,ERECT,Amendment to a Long Form,0.0,1-4FAM,South Boston
1067,A409007,ERECT,Amendment to a Long Form,0.0,1-3FAM,Jamaica Plain
1068,A425659,NEWCON,Amendment to a Long Form,0.0,1-2FAM,Jamaica Plain
1069,A418948,NEWCON,Amendment to a Long Form,0.0,Multi,Dorchester
1070,A432103,ERECT,Amendment to a Long Form,30000.0,Other,Roxbury
1071,A443896,ERECT,Amendment to a Long Form,0.0,Mixed,Boston
1072,A451389,NEWCON,Amendment to a Long Form,3000.0,1-2FAM,Roxbury
1073,A466463,NEWCON,Amendment to a Long Form,166504.0,1-2FAM,Roxbury
1074,A461820,ERECT,Amendment to a Long Form,20000.0,Mixed,Boston
1075,A47611,NEWCON,Amendment to a Long Form,0.0,1-2FAM,Roxbury
1076,A47645,NEWCON,Amendment to a Long Form,0.0,Multi,Roxbury
1077,A497960,ERECT,Amendment to a Long Form,0.0,1-2FAM,South Boston
1078,A63602,NEWCON,Amendment to a Long Form,16500.0,1-3FAM,South Boston
1079,A501321,ERECT,Amendment to a Long Form,1000.0,1-2FAM,South Boston
1080,A523162,ERECT,Amendment to a Long Form,0.0,Multi,Dorchester
1081,A602731,ERECT,Amendment to a Long Form,0.0,Multi,Boston
1082,A66078,NEWCON,Amendment to a Long Form,0.0,Comm,Roxbury
1083,A70188,NEWCON,Amendment to a Long Form,0.0,Comm,Roxbury
1084,A69771,NEWCON,Amendment to a Long Form,0.0,Other,Dorchester
1085,A86374,NEWCON,Amendment to a Long Form,0.0,1-3FAM,East Boston
1086,A86376,NEWCON,Amendment to a Long Form,0.0,1-3FAM,East Boston
1087,A86377,NEWCON,Amendment to a Long Form,0.0,1-3FAM,East Boston
1088,A87175,NEWCON,Amendment to a Long Form,0.0,1-4FAM,South Boston
1089,A89928,NEWCON,Amendment to a Long Form,1000.0,1-2FAM,Roslindale
